,Gender,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average Score,WklyStudyHoursValue
28404,male,associate's degree,standard,none,single,sometimes,yes,1.0,private,< 5,71,73,70,71.0,1.0
28405,male,some high school,free/reduced,none,married,sometimes,yes,4.0,school_bus,< 5,51,53,46,50.0,1.0
28406,male,associate's degree,free/reduced,none,married,sometimes,yes,5.0,school_bus,5 - 10,67,61,62,63.0,2.0
28407,female,some high school,standard,completed,married,regularly,no,1.0,private,5 - 10,82,89,93,88.0,2.0
28408,female,associate's degree,free/reduced,none,single,never,yes,2.0,school_bus,> 10,39,53,51,48.0,3.0
28409,male,bachelor's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,76,64,65,68.0,2.0
28411,male,associate's degree,standard,completed,single,never,yes,0.0,school_bus,5 - 10,89,89,84,87.0,2.0
28412,male,master's degree,free/reduced,none,married,regularly,no,2.0,private,> 10,59,49,47,52.0,3.0
28415,female,bachelor's degree,standard,none,married,regularly,yes,2.0,private,< 5,78,66,73,72.0,1.0
28416,female,some college,standard,none,divorced,sometimes,no,3.0,private,5 - 10,64,87,83,78.0,2.0
28417,female,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,79,74,77,77.0,2.0
28418,male,some college,standard,completed,married,regularly,yes,4.0,school_bus,> 10,90,94,92,92.0,3.0
28419,female,master's degree,free/reduced,completed,divorced,sometimes,yes,2.0,private,5 - 10,51,60,60,57.0,2.0
28420,female,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,43,60,54,52.0,2.0
28421,male,some college,standard,none,single,sometimes,yes,6.0,school_bus,> 10,75,70,65,70.0,3.0
28422,female,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,81,86,87,85.0,2.0
28423,male,associate's degree,standard,none,single,never,yes,3.0,school_bus,5 - 10,44,49,49,47.0,2.0
28424,male,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,88,84,82,85.0,2.0
28425,male,associate's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,< 5,58,59,54,57.0,1.0
28427,male,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,83,74,76,78.0,2.0
28428,female,some high school,standard,none,married,regularly,yes,1.0,school_bus,< 5,62,74,78,71.0,1.0
28429,female,associate's degree,free/reduced,completed,married,never,yes,3.0,school_bus,5 - 10,73,81,87,80.0,2.0
28430,female,associate's degree,standard,none,married,regularly,no,2.0,private,< 5,78,95,83,85.0,1.0
28431,male,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,< 5,62,67,57,62.0,1.0
28432,female,some college,standard,completed,married,regularly,yes,0.0,school_bus,> 10,91,89,93,91.0,3.0
28433,female,high school,standard,completed,divorced,sometimes,no,7.0,school_bus,5 - 10,54,63,67,61.0,2.0
28434,male,some college,standard,none,single,sometimes,yes,5.0,school_bus,5 - 10,89,82,81,84.0,2.0
28435,male,some high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,64,65,62,64.0,1.8977295694940375
28436,female,some college,standard,completed,single,regularly,yes,1.0,school_bus,< 5,91,99,100,97.0,1.0
28437,male,associate's degree,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,62,63,62,62.0,2.0
28438,male,associate's degree,standard,none,single,never,yes,2.0,private,> 10,88,85,75,83.0,3.0
28439,male,associate's degree,free/reduced,none,married,regularly,yes,0.0,private,> 10,63,61,66,63.0,3.0
28440,male,some college,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,< 5,79,71,76,75.0,1.0
28441,male,master's degree,standard,completed,single,regularly,yes,1.0,private,> 10,77,63,65,68.0,3.0
28442,female,associate's degree,standard,completed,single,regularly,no,2.0,private,> 10,81,87,92,87.0,3.0
28443,female,associate's degree,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10,76,78,83,79.0,2.0
28444,female,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,72,69,71,71.0,1.8977295694940375
28445,male,some college,standard,completed,married,regularly,yes,0.0,school_bus,< 5,72,75,71,73.0,1.0
28446,male,some high school,standard,none,single,sometimes,yes,1.0,private,> 10,70,77,68,72.0,3.0
28447,female,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,79,79,81,80.0,2.0
28448,male,bachelor's degree,standard,completed,single,sometimes,yes,2.0,private,5 - 10,87,83,87,86.0,2.0
28449,male,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,80,71,72,74.0,2.0
28450,female,some college,standard,none,divorced,sometimes,no,1.0,private,5 - 10,56,62,59,59.0,2.0
28451,female,some high school,standard,completed,divorced,sometimes,yes,2.0,private,< 5,44,58,55,52.0,1.0
28452,female,high school,standard,none,single,regularly,yes,4.0,school_bus,5 - 10,84,89,93,89.0,2.0
28453,male,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,79,77,74,77.0,2.0
28454,female,some college,standard,none,single,sometimes,yes,2.0,private,< 5,78,88,89,85.0,1.0
28455,female,some college,standard,none,single,regularly,no,3.0,school_bus,5 - 10,78,73,80,77.0,2.0
28456,female,some high school,standard,completed,divorced,regularly,yes,2.0,school_bus,> 10,84,93,96,91.0,3.0
28457,male,associate's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,78,81,71,77.0,2.0
28458,male,bachelor's degree,standard,completed,single,regularly,no,1.0,school_bus,< 5,87,90,90,89.0,1.0
28459,female,high school,free/reduced,none,single,never,yes,2.0,school_bus,> 10,60,81,81,74.0,3.0
28460,male,some college,free/reduced,none,married,never,yes,0.0,school_bus,5 - 10,76,68,72,72.0,2.0
28461,male,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,82,71,71,75.0,2.0
28463,female,associate's degree,free/reduced,none,widowed,regularly,yes,1.0,school_bus,5 - 10,84,94,93,90.0,2.0
28464,female,some high school,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,76,84,75,78.0,2.0
28465,male,some college,standard,none,married,never,yes,2.0,school_bus,> 10,66,47,52,55.0,3.0
28466,female,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,72,69,67,69.0,2.0
28467,female,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,60,69,66,65.0,2.0
28468,male,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,61,59,55,58.0,2.0
28469,male,some high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,48,52,46,49.0,2.0
28470,male,some high school,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,72,79,69,73.0,2.0
28471,male,some high school,standard,completed,divorced,sometimes,yes,1.0,school_bus,< 5,75,71,72,73.0,1.0
28472,male,associate's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,79,86,83,83.0,2.0
28473,male,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,> 10,85,87,89,87.0,3.0
28474,female,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,60,65,66,64.0,2.0
28475,female,bachelor's degree,standard,completed,divorced,never,yes,1.0,school_bus,< 5,70,69,76,72.0,1.0
28476,male,some college,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5,56,58,53,56.0,1.0
28477,female,some high school,standard,none,divorced,sometimes,yes,4.0,private,5 - 10,65,80,73,73.0,2.0
28478,female,some college,standard,none,divorced,regularly,yes,0.0,private,< 5,56,58,57,57.0,1.0
28479,male,master's degree,standard,none,widowed,sometimes,yes,2.0,private,< 5,76,76,78,77.0,1.0
28480,male,high school,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,75,70,63,69.0,2.0
28481,female,bachelor's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,68,76,72,72.0,2.0
28482,female,bachelor's degree,free/reduced,none,single,never,no,3.0,school_bus,5 - 10,58,59,60,59.0,2.0
28483,female,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,42,61,61,55.0,2.0
28484,female,associate's degree,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,57,61,65,61.0,2.0
28485,female,some college,standard,none,single,regularly,yes,5.0,private,< 5,66,82,78,75.0,1.0
28486,female,some high school,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10,50,65,63,59.0,2.0
28487,male,high school,standard,none,divorced,sometimes,yes,2.0,school_bus,> 10,61,66,63,63.0,3.0
28488,male,associate's degree,free/reduced,completed,married,sometimes,no,3.0,private,< 5,91,83,85,86.0,1.0
28489,female,high school,standard,none,single,never,yes,1.0,school_bus,> 10,83,86,92,87.0,3.0
28490,female,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,59,60,65,61.0,1.0
28491,male,associate's degree,free/reduced,completed,married,sometimes,no,2.0,school_bus,5 - 10,93,81,82,85.0,2.0
28492,female,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,private,< 5,80,94,94,89.0,1.0
28493,male,associate's degree,standard,none,divorced,sometimes,no,3.0,school_bus,< 5,84,80,82,82.0,1.0
28495,male,some college,free/reduced,none,married,regularly,no,3.0,school_bus,< 5,58,56,51,55.0,1.0
28496,female,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,55,63,59,59.0,1.0
28497,female,some high school,standard,none,single,sometimes,no,2.0,private,< 5,87,93,93,91.0,1.0
28498,female,some college,standard,completed,married,regularly,yes,4.0,private,5 - 10,100,100,100,100.0,2.0
28500,male,some high school,standard,none,married,sometimes,yes,4.0,private,< 5,64,59,60,61.0,1.0
28501,male,master's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,60,46,51,52.0,2.0
28503,female,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,58,55,54,56.0,2.0
28504,female,some high school,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,78,86,83,82.0,2.0
28505,male,associate's degree,free/reduced,completed,married,sometimes,yes,5.0,private,5 - 10,40,52,49,47.0,2.0
28506,male,high school,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,74,66,70,70.0,1.0
28507,female,high school,standard,none,single,regularly,yes,2.0,school_bus,< 5,64,71,66,67.0,1.0
28508,male,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,73,72,63,69.0,2.0
28509,female,bachelor's degree,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10,96,100,99,98.0,2.0
28510,female,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,64,72,74,70.0,2.0
28511,male,high school,free/reduced,completed,married,regularly,yes,2.0,private,< 5,61,64,58,61.0,1.0
28512,male,high school,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,74,60,55,63.0,2.0
28513,male,some high school,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,53,60,56,56.0,2.0
28514,male,bachelor's degree,standard,none,married,sometimes,no,2.0,school_bus,> 10,75,72,66,71.0,3.0
28515,male,some high school,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,93,83,82,86.0,2.0
28516,female,high school,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10,78,100,100,93.0,2.0
28517,male,some college,standard,none,married,regularly,no,1.0,private,5 - 10,71,63,61,65.0,2.0
28518,female,bachelor's degree,free/reduced,none,divorced,never,yes,1.0,school_bus,< 5,61,71,71,68.0,1.0
28519,female,master's degree,standard,completed,divorced,sometimes,yes,3.0,school_bus,< 5,60,65,69,65.0,1.0
28520,male,bachelor's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,67,67,65,66.0,2.0
28521,male,associate's degree,free/reduced,none,single,sometimes,no,3.0,private,5 - 10,72,70,67,70.0,2.0
28522,male,bachelor's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,66,68,62,65.0,2.0
28523,male,some high school,standard,none,married,sometimes,yes,0.0,private,< 5,76,61,59,65.0,1.0
28524,male,bachelor's degree,standard,none,widowed,sometimes,no,1.0,private,< 5,92,78,75,82.0,1.0
28525,male,high school,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,44,50,49,48.0,2.0
28526,female,some college,standard,none,married,sometimes,no,2.0,school_bus,< 5,68,70,74,71.0,1.0
28527,male,some high school,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10,49,52,54,52.0,2.0
28528,female,high school,free/reduced,completed,married,never,yes,0.0,school_bus,5 - 10,77,92,91,87.0,2.0
28529,female,some high school,standard,none,divorced,sometimes,yes,0.0,school_bus,< 5,71,86,86,81.0,1.0
28530,male,master's degree,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,100,100,97,99.0,2.0
28531,male,some college,free/reduced,completed,married,never,yes,1.0,school_bus,5 - 10,78,78,80,79.0,2.0
28532,male,high school,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,83,79,74,79.0,2.0
28533,male,some college,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5,57,55,54,55.0,1.0
28534,female,high school,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,47,53,57,52.0,2.0
28535,female,some high school,standard,completed,divorced,regularly,yes,0.0,private,5 - 10,46,39,55,47.0,2.0
28536,female,some high school,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,19,40,34,31.0,2.0
28537,male,some college,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,82,78,72,77.0,2.0
28538,male,high school,standard,none,married,regularly,no,4.0,school_bus,5 - 10,79,70,67,72.0,2.0
28539,female,some college,standard,none,married,sometimes,no,3.0,private,< 5,78,90,84,84.0,1.0
28540,female,some college,standard,none,married,regularly,yes,2.0,school_bus,> 10,55,64,59,59.0,3.0
28541,male,associate's degree,standard,none,single,never,yes,2.0,private,5 - 10,90,87,80,86.0,2.0
28542,female,associate's degree,standard,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,95,100,100,98.0,2.0
28543,male,high school,standard,none,married,never,no,2.0,school_bus,5 - 10,85,81,75,80.0,2.0
28544,female,some college,free/reduced,none,single,sometimes,yes,3.0,private,5 - 10,11,39,34,28.0,1.8977295694940375
28546,female,high school,standard,completed,married,never,yes,1.0,private,> 10,79,86,82,82.0,3.0
28547,female,bachelor's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,69,70,74,71.0,2.0
28548,male,bachelor's degree,standard,none,divorced,regularly,no,3.0,school_bus,5 - 10,97,94,92,94.0,2.0
28549,male,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,54,42,39,45.0,2.0
28550,female,high school,free/reduced,completed,married,sometimes,yes,3.0,private,< 5,35,41,42,39.0,1.0
28551,female,high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,61,72,68,67.0,2.0
28552,male,high school,free/reduced,none,single,sometimes,yes,0.0,private,5 - 10,84,80,79,81.0,2.0
28553,female,high school,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,64,71,83,73.0,2.0
28554,female,some high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10,56,76,65,66.0,2.0
28555,male,associate's degree,free/reduced,none,single,regularly,yes,0.0,private,< 5,48,39,44,44.0,1.0
28556,male,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,< 5,68,50,54,57.0,1.0
28557,male,associate's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,84,86,81,84.0,2.0
28558,female,high school,free/reduced,none,married,sometimes,no,1.0,private,< 5,65,81,80,75.0,1.0
28559,female,associate's degree,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,61,71,70,67.0,1.0
28560,male,high school,standard,none,single,regularly,yes,4.0,school_bus,5 - 10,71,53,53,59.0,2.0
28561,female,associate's degree,standard,completed,divorced,regularly,no,2.0,school_bus,< 5,72,80,87,80.0,1.0
28562,male,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,68,58,54,60.0,2.0
28563,female,high school,free/reduced,completed,divorced,regularly,yes,1.0,school_bus,< 5,54,72,75,67.0,1.0
28564,male,high school,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,72,59,59,63.0,2.0
28565,female,bachelor's degree,free/reduced,completed,divorced,never,yes,3.0,school_bus,5 - 10,49,60,69,59.0,2.0
28566,female,some college,standard,none,single,never,yes,3.0,school_bus,> 10,38,44,38,40.0,3.0
28567,male,some high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,59,51,45,52.0,1.0
28569,male,bachelor's degree,free/reduced,none,single,regularly,yes,0.0,school_bus,5 - 10,70,76,73,73.0,2.0
28570,male,associate's degree,standard,none,divorced,sometimes,yes,4.0,private,5 - 10,74,81,71,75.0,2.0
28571,male,some college,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,75,74,74,74.0,1.0
28572,male,bachelor's degree,standard,none,married,regularly,no,3.0,private,> 10,75,67,70,71.0,3.0
28573,male,associate's degree,free/reduced,completed,married,never,no,2.0,school_bus,< 5,53,65,63,60.0,1.0
28574,male,high school,free/reduced,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,70,61,61,64.0,2.0
28575,male,some college,standard,none,married,regularly,yes,1.0,school_bus,< 5,59,48,52,53.0,1.0
28576,male,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,69,70,64,68.0,2.0
28577,female,associate's degree,standard,none,divorced,never,yes,2.0,school_bus,< 5,57,60,63,60.0,1.0
28578,male,high school,standard,completed,married,sometimes,yes,1.0,private,5 - 10,56,56,51,54.0,2.0
28579,female,bachelor's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,78,87,89,85.0,2.0
28580,female,master's degree,standard,none,widowed,regularly,yes,0.0,school_bus,5 - 10,75,86,88,83.0,2.0
28581,female,associate's degree,standard,completed,single,sometimes,no,4.0,school_bus,< 5,49,62,60,57.0,1.0
28582,female,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,52,69,62,61.0,2.0
